,Ontology Term,Preferred Name,odds ratio,exact p-value,adj p-value,Reference Genes,User/Study Genes
972,GO:0010018,Far-red Light Signaling Pathway,1.835202170963365,0.15374580172981733,0.3381459565280669,106,6
973,GO:0006164,Purine Nucleotide Biosynthetic Process,2.2933568329718006,0.15495312768157884,0.3401022494754654,43,3
974,GO:2000035,Regulation Of Stem Cell Division,2.2933568329718006,0.15495312768157884,0.3401022494754654,43,3
975,GO:0009630,Gravitropism,1.3452238160573051,0.15680474034396022,0.3434758614199501,594,25
976,GO:0000289,Nuclear-transcribed MRNA Poly(A) Tail Shortening,1.9729301731454019,0.15681117598471556,0.3434758614199501,66,4
977,GO:0031425,Chloroplast RNA Processing,0.4642722709839628,0.1576050872301787,0.3448618473134789,267,4
978,GO:0009058,Biosynthetic Process,0.4625095544542249,0.1580942491227014,0.34557884895054236,268,4
979,GO:0034214,Protein Hexamerization,1.9415966006690173,0.16287682487540342,0.3535054819810987,67,4
980,GO:2000232,Regulation Of RRNA Processing,1.9415966006690173,0.16287682487540342,0.3535054819810987,67,4
981,GO:0051290,Protein Heterotetramerization,1.9415966006690173,0.16287682487540342,0.3535054819810987,67,4
982,GO:0045926,Negative Regulation Of Growth,1.9415966006690173,0.16287682487540342,0.3535054819810987,67,4
983,GO:0019288,"Isopentenyl Diphosphate Biosynthetic Process, Methylerythritol 4-phosphate Pathway",1.9415966006690173,0.16287682487540342,0.3535054819810987,67,4
984,GO:0016099,Monoterpenoid Biosynthetic Process,1.781702256589954,0.1628002489799372,0.3535054819810987,109,6
985,GO:0042407,Cristae Formation,1.781702256589954,0.1628002489799372,0.3535054819810987,109,6
986,GO:0071323,Cellular Response To Chitin,1.512577094924709,0.1637617926272188,0.35464625502511016,276,13
987,GO:0009767,Photosynthetic Electron Transport Chain,1.6535286304496188,0.16400776631923872,0.35464625502511016,156,8
988,GO:0006654,Phosphatidic Acid Biosynthetic Process,2.9119002439685553,0.16423104613545988,0.35464625502511016,23,2
989,GO:0080127,Fruit Septum Development,2.9119002439685553,0.16423104613545988,0.35464625502511016,23,2
990,GO:0042823,Pyridoxal Phosphate Biosynthetic Process,2.9119002439685553,0.16423104613545988,0.35464625502511016,23,2
991,GO:0009647,Skotomorphogenesis,1.2744726918312628,0.16822307477199389,0.3629005846895836,851,34
992,GO:0031591,Wybutosine Biosynthetic Process,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
993,GO:0006996,Organelle Organization,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
994,GO:0007039,Protein Catabolic Process In The Vacuole,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
995,GO:0019566,Arabinose Metabolic Process,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
996,GO:0050993,Dimethylallyl Diphosphate Metabolic Process,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
997,GO:2000369,Regulation Of Clathrin-dependent Endocytosis,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
998,GO:1902040,Positive Regulation Of Seed Dormancy Process,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
999,GO:1905435,Regulation Of Histone H3-K4 Trimethylation,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
1000,GO:0070544,Histone H3-K36 Demethylation,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
1001,GO:0097577,Sequestering Of Iron Ion,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
1002,GO:0043612,Isoprene Biosynthetic Process,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
1003,GO:1905428,Regulation Of Plant Organ Formation,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
1004,GO:0071702,Organic Substance Transport,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
1005,GO:0009240,Isopentenyl Diphosphate Biosynthetic Process,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
1006,GO:0034196,Acylglycerol Transport,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
1007,GO:0002939,TRNA N1-guanine Methylation,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
1008,GO:1905036,Positive Regulation Of Antifungal Innate Immune Response,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
1009,GO:0010081,Regulation Of Inflorescence Meristem Growth,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
1010,GO:0034355,NAD Salvage,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
1011,GO:0032409,Regulation Of Transporter Activity,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
1012,GO:0006003,"Fructose 2,6-bisphosphate Metabolic Process",6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
1013,GO:0006560,Proline Metabolic Process,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
1014,GO:0009440,Cyanate Catabolic Process,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
1015,GO:0009439,Cyanate Metabolic Process,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
1016,GO:0048571,Long-day Photoperiodism,1.9112422023325197,0.16902572612056152,0.36319671177113805,68,4
1017,GO:0034765,Regulation Of Ion Transmembrane Transport,0.43410034851086143,0.17035021988689142,0.36319671177113805,214,3
1018,GO:0019750,Chloroplast Localization,2.184110629067245,0.17040659953468007,0.36319671177113805,45,3
1019,GO:0042274,Ribosomal Small Subunit Biogenesis,2.184110629067245,0.17040659953468007,0.36319671177113805,45,3
1020,GO:0009747,Hexokinase-dependent Signaling,2.184110629067245,0.17040659953468007,0.36319671177113805,45,3
1021,GO:0006396,RNA Processing,1.4317699009428333,0.17046600776821808,0.36319671177113805,358,16
1022,GO:0010227,Floral Organ Abscission,0.4300166508814274,0.17083998680632495,0.36319671177113805,216,3
1023,GO:0009864,"Induced Systemic Resistance, Jasmonic Acid Mediated Signaling Pathway",1.3780537228056047,0.17146386824613316,0.36319671177113805,441,19
1024,GO:0006623,Protein Targeting To Vacuole,1.2829171746889683,0.17302187803758184,0.36319671177113805,746,30
1025,GO:0006420,Arginyl-tRNA Aminoacylation,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
1026,GO:0071816,Tail-anchored Membrane Protein Insertion Into ER Membrane,2.779516498681584,0.17560113333054983,0.36319671177113805,24,2
1027,GO:0032780,Negative Regulation Of ATPase Activity,2.779516498681584,0.17560113333054983,0.36319671177113805,24,2
1028,GO:0034756,Regulation Of Iron Ion Transport,2.779516498681584,0.17560113333054983,0.36319671177113805,24,2
1029,GO:0019499,Cyanide Metabolic Process,2.779516498681584,0.17560113333054983,0.36319671177113805,24,2
1030,GO:0055063,Sulfate Ion Homeostasis,2.779516498681584,0.17560113333054983,0.36319671177113805,24,2
1031,GO:1901342,Regulation Of Vasculature Development,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
1032,GO:0006570,Tyrosine Metabolic Process,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
1033,GO:0031022,Nuclear Migration Along Microfilament,6.11420054200542,0.17565822274912518,0.36319671177113805,6,1
1034,GO:0008360,Regulation Of Cell Shape,0.41442099115634906,0.17532009849549846,0.36319671177113805,224,3
1035,GO:0009717,Isoflavonoid Biosynthetic Process,1.5654284630940343,0.17705113298396696,0.36572338280471944,226,11
1036,GO:2000904,Regulation Of Starch Metabolic Process,2.133298441204661,0.17829278701811474,0.3668716963641976,46,3
1037,GO:0090501,RNA Phosphodiester Bond Hydrolysis,2.133298441204661,0.17829278701811474,0.3668716963641976,46,3
1038,GO:0098719,Sodium Ion Import Across Plasma Membrane,2.133298441204661,0.17829278701811474,0.3668716963641976,46,3
1039,GO:0051841,Positive Regulation By Host Of Cytolysis Of Symbiont Cells,2.133298441204661,0.17829278701811474,0.3668716963641976,46,3
1040,GO:0008284,Positive Regulation Of Cell Population Proliferation,0.6103313416621401,0.17916209768012265,0.36821501941028106,459,9
1041,GO:0009584,Detection Of Visible Light,1.441166040144691,0.17928974309603404,0.36821501941028106,289,13
1042,GO:0009650,UV Protection,1.6991406603346901,0.17970440287373995,0.3687127729144808,114,6
1043,GO:0000381,"Regulation Of Alternative MRNA Splicing, Via Spliceosome",0.3746804876710233,0.18331966002153616,0.37500181905298374,165,2
1044,GO:0009850,Auxin Metabolic Process,0.3723925447440975,0.18340859332401227,0.37500181905298374,166,2
1045,GO:0006368,Transcription Elongation From RNA Polymerase II Promoter,0.3701323344587102,0.18358339678751945,0.37500181905298374,167,2
1046,GO:2000037,Regulation Of Stomatal Complex Patterning,1.522846989966555,0.18364575063903127,0.37500181905298374,232,11
1047,GO:0098725,Symmetric Cell Division,0.3769966768069235,0.1833173508460343,0.37500181905298374,164,2
1048,GO:0010143,Cutin Biosynthetic Process,0.3656931190478896,0.18418754864507142,0.37574962259337735,169,2
1049,GO:0010393,Galacturonan Metabolic Process,0.3613589738243074,0.18512588654462409,0.3765868794729045,171,2
1050,GO:0009880,Embryonic Pattern Specification,0.3613589738243074,0.18512588654462409,0.3765868794729045,171,2
1051,GO:0007033,Vacuole Organization,1.5159738542890717,0.1849436782732083,0.3765868794729045,233,11
1052,GO:0010817,Regulation Of Hormone Levels,2.658644383419567,0.18708981422279325,0.3766436523393956,25,2
1053,GO:0070131,Positive Regulation Of Mitochondrial Translation,2.658644383419567,0.18708981422279325,0.3766436523393956,25,2
1054,GO:0015812,Gamma-aminobutyric Acid Transport,2.658644383419567,0.18708981422279325,0.3766436523393956,25,2
1055,GO:0044375,Regulation Of Peroxisome Size,2.658644383419567,0.18708981422279325,0.3766436523393956,25,2
1056,GO:0016120,Carotene Biosynthetic Process,2.658644383419567,0.18708981422279325,0.3766436523393956,25,2
1057,GO:0033014,Tetrapyrrole Biosynthetic Process,2.658644383419567,0.18708981422279325,0.3766436523393956,25,2
1058,GO:0090359,Negative Regulation Of Abscisic Acid Biosynthetic Process,2.658644383419567,0.18708981422279325,0.3766436523393956,25,2
1059,GO:0040014,Regulation Of Multicellular Organism Growth,2.658644383419567,0.18708981422279325,0.3766436523393956,25,2
1060,GO:0048366,Leaf Development,1.1420112382932042,0.18706747484826475,0.3766436523393956,3009,108
1061,GO:0006880,Intracellular Sequestering Of Iron Ion,2.084795898244922,0.18627634317510172,0.3766436523393956,47,3
1062,GO:0006430,Lysyl-tRNA Aminoacylation,2.658644383419567,0.18708981422279325,0.3766436523393956,25,2
1063,GO:0031525,Menthol Biosynthetic Process,1.9860158831943966,0.19028913353256405,0.3825789819253483,82,5
1064,GO:0016558,Protein Import Into Peroxisome Matrix,0.26328380525184564,0.19056928479706745,0.3825789819253483,117,1
1065,GO:0010077,Maintenance Of Inflorescence Meristem Identity,0.2610312000555903,0.19057439006187907,0.3825789819253483,118,1
1066,GO:0009684,Indoleacetic Acid Biosynthetic Process,0.25449864498644986,0.19131861870981687,0.38371306845267866,121,1
1067,GO:0009920,Cell Plate Formation Involved In Plant-type Cell Wall Biogenesis,0.2523931107079666,0.19180458041565693,0.3843275300463537,122,1
1068,GO:0048564,Photosystem I Assembly,1.9605367502817312,0.19255978947172142,0.38547984047659856,83,5
1069,GO:0007267,Cell-cell Signaling,0.24628026925430543,0.19395443218780548,0.3863508277492639,125,1
1070,GO:0051258,Protein Polymerization,2.038449023861171,0.1943506590837104,0.3863508277492639,48,3
1071,GO:0001736,Establishment Of Planar Polarity,2.038449023861171,0.1943506590837104,0.3863508277492639,48,3
1072,GO:0048449,Floral Organ Formation,1.9357026587086272,0.19498079157439485,0.3863508277492639,84,5
1073,GO:0010353,Response To Trehalose,1.9357026587086272,0.19498079157439485,0.3863508277492639,84,5
1074,GO:0033310,Chlorophyll A Catabolic Process,1.9357026587086272,0.19498079157439485,0.3863508277492639,84,5
1075,GO:0006810,Transport,2.038449023861171,0.1943506590837104,0.3863508277492639,48,3
1076,GO:0048497,Maintenance Of Floral Organ Identity,0.2443078590785908,0.19489646809791888,0.3863508277492639,126,1
1077,GO:0009834,Plant-type Secondary Cell Wall Biogenesis,0.6331154374656895,0.19453061081846323,0.3863508277492639,492,10
1078,GO:0048437,Floral Organ Development,0.2443078590785908,0.19489646809791888,0.3863508277492639,126,1
1079,GO:1905392,Plant Organ Morphogenesis,1.6007478241097481,0.1946021552758715,0.3863508277492639,181,9
1080,GO:0006813,Potassium Ion Transport,1.418464880130109,0.19594912624555347,0.38791038868222427,316,14
1081,GO:0000278,Mitotic Cell Cycle,1.2924845992954908,0.19715735694503334,0.3899415377655927,716,29
1082,GO:0030397,Membrane Disassembly,2.5478449444293845,0.1986781687832271,0.3904235823655703,26,2
1083,GO:0008615,Pyridoxine Biosynthetic Process,2.5478449444293845,0.1986781687832271,0.3904235823655703,26,2
1084,GO:1900366,Negative Regulation Of Defense Response To Insect,2.5478449444293845,0.1986781687832271,0.3904235823655703,26,2
1085,GO:0034757,Negative Regulation Of Iron Ion Transport,2.5478449444293845,0.1986781687832271,0.3904235823655703,26,2
1086,GO:0019742,Pentacyclic Triterpenoid Metabolic Process,2.5478449444293845,0.1986781687832271,0.3904235823655703,26,2
1087,GO:0010450,Inflorescence Meristem Growth,2.5478449444293845,0.1986781687832271,0.3904235823655703,26,2
1088,GO:0048870,Cell Motility,2.5478449444293845,0.1986781687832271,0.3904235823655703,26,2
1089,GO:1905421,Regulation Of Plant Organ Morphogenesis,1.9941172309723663,0.20250920994193092,0.39193200828075553,49,3
1090,GO:0006189,'de Novo' IMP Biosynthetic Process,1.9941172309723663,0.20250920994193092,0.39193200828075553,49,3
1091,GO:1900871,Chloroplast MRNA Modification,1.9941172309723663,0.20250920994193092,0.39193200828075553,49,3
1092,GO:0050790,Regulation Of Catalytic Activity,1.8648346412926962,0.20310869027259715,0.39193200828075553,87,5
1093,GO:0006268,DNA Unwinding Involved In DNA Replication,1.8648346412926962,0.20310869027259715,0.39193200828075553,87,5
1094,GO:0006421,Asparaginyl-tRNA Aminoacylation,5.095121951219512,0.20177602408136552,0.39193200828075553,7,1
1095,GO:1901946,Miltiradiene Biosynthetic Process,1.8648346412926962,0.20310869027259715,0.39193200828075553,87,5
1096,GO:0042183,Formate Catabolic Process,1.9941172309723663,0.20250920994193092,0.39193200828075553,49,3
1097,GO:0080164,Regulation Of Nitric Oxide Metabolic Process,5.095121951219512,0.20177602408136552,0.39193200828075553,7,1
1098,GO:0034470,NcRNA Processing,5.095121951219512,0.20177602408136552,0.39193200828075553,7,1
1099,GO:0044572,[4Fe-4S] Cluster Assembly,5.095121951219512,0.20177602408136552,0.39193200828075553,7,1
1100,GO:1905037,Autophagosome Organization,5.095121951219512,0.20177602408136552,0.39193200828075553,7,1
1101,GO:0010113,Negative Regulation Of Systemic Acquired Resistance,1.8648346412926962,0.20310869027259715,0.39193200828075553,87,5
1102,GO:0007202,Activation Of Phospholipase C Activity,5.095121951219512,0.20177602408136552,0.39193200828075553,7,1
1103,GO:0010508,Positive Regulation Of Autophagy,1.7267696402928094,0.20122551035721103,0.39193200828075553,131,7
1104,GO:0000373,Group II Intron Splicing,1.450501311844078,0.20087508699726103,0.39193200828075553,243,11
1105,GO:0010389,Regulation Of G2/M Transition Of Mitotic Cell Cycle,0.6181916915557969,0.20003173766140592,0.39193200828075553,403,8
1106,GO:0031053,Primary MiRNA Processing,0.23672401840297472,0.19974922816262874,0.39193200828075553,130,1
1107,GO:1902418,(+)-abscisic Acid D-glucopyranosyl Ester Transmembrane Transport,5.095121951219512,0.20177602408136552,0.39193200828075553,7,1
1108,GO:0032960,Regulation Of Inositol Trisphosphate Biosynthetic Process,5.095121951219512,0.20177602408136552,0.39193200828075553,7,1
1109,GO:0031348,Negative Regulation Of Defense Response,1.25588977366473,0.20334862778070195,0.3920414986042362,863,34
1110,GO:0006974,Cellular Response To DNA Damage Stimulus,0.6674080516898608,0.20703878197171377,0.3987965737348942,514,11
1111,GO:0010380,Regulation Of Chlorophyll Biosynthetic Process,1.672748710640608,0.2081340872131862,0.40054581532034034,135,7
1112,GO:0016192,Vesicle-mediated Transport,0.7440087725127933,0.20881247656325216,0.4014902963570167,882,21
1113,GO:0007049,Cell Cycle,0.7601921458755213,0.20939484837454386,0.40224863152740026,1028,25
1114,GO:0045487,Gibberellin Catabolic Process,1.6597669368482186,0.21010386273360115,0.4026345995939762,136,7
1115,GO:1902626,Assembly Of Large Subunit Precursor Of Preribosome,2.445909460558417,0.21034835623647913,0.4026345995939762,27,2
1116,GO:0010083,Regulation Of Vegetative Meristem Growth,2.445909460558417,0.21034835623647913,0.4026345995939762,27,2
1117,GO:0015696,Ammonium Transport,2.445909460558417,0.21034835623647913,0.4026345995939762,27,2
1118,GO:0009268,Response To PH,1.9516718973554252,0.21074556426348978,0.4030344124431351,50,3
1119,GO:0010053,Root Epidermal Cell Differentiation,1.5126603434588226,0.21142026147899384,0.40360335376007744,191,9
1120,GO:0019252,Starch Biosynthetic Process,1.5126603434588226,0.21142026147899384,0.40360335376007744,191,9
1121,GO:0080183,Response To Photooxidative Stress,1.7989690721649485,0.21245681900377128,0.40522067082715735,90,5
1122,GO:0006282,Regulation Of DNA Repair,1.9109951193058567,0.21905339097513554,0.4170589472302403,51,3
1123,GO:0070207,Protein Homotrimerization,1.9109951193058567,0.21905339097513554,0.4170589472302403,51,3
1124,GO:1901529,Positive Regulation Of Anion Channel Activity,2.3518151677544465,0.2220835656800493,0.4224522938269382,28,2
1125,GO:0002215,Defense Response To Nematode,1.585915068162625,0.22383282988889772,0.42540164827907734,142,7
1126,GO:0070816,Phosphorylation Of RNA Polymerase II C-terminal Domain,0.4673845677099473,0.22463482701558357,0.4265470539603805,199,3
1127,GO:0051865,Protein Autoubiquitination,0.4626552948136462,0.2250136751030586,0.4268876460288523,201,3
1128,GO:0046898,Response To Cycloheximide,0.45573785087577295,0.22614117218790925,0.4280498151024538,204,3
1129,GO:1990532,Stress Response To Nickel Ion,4.367208672086721,0.22706654644714128,0.4280498151024538,8,1
1130,GO:1990359,Stress Response To Zinc Ion,4.367208672086721,0.22706654644714128,0.4280498151024538,8,1
1131,GO:0042762,Regulation Of Sulfur Metabolic Process,4.367208672086721,0.22706654644714128,0.4280498151024538,8,1
1132,GO:0060213,Positive Regulation Of Nuclear-transcribed MRNA Poly(A) Tail Shortening,4.367208672086721,0.22706654644714128,0.4280498151024538,8,1
1133,GO:0019343,Cysteine Biosynthetic Process Via Cystathionine,4.367208672086721,0.22706654644714128,0.4280498151024538,8,1
1134,GO:0016126,Sterol Biosynthetic Process,1.401185602626004,0.2270763010974749,0.4280498151024538,274,12
1135,GO:2000069,Regulation Of Post-embryonic Root Development,1.8719786179113729,0.22742646718293927,0.4280498151024538,52,3
1136,GO:0090549,Response To Carbon Starvation,1.8719786179113729,0.22742646718293927,0.4280498151024538,52,3
1137,GO:0009875,Pollen-pistil Interaction,1.5627352845605775,0.2290968267048239,0.4308147707806003,144,7
1138,GO:0019253,Reductive Pentose-phosphate Cycle,1.5513973469291413,0.23185023508666813,0.4352276342854998,145,7
1139,GO:0050665,Hydrogen Peroxide Biosynthetic Process,1.5513973469291413,0.23185023508666813,0.4352276342854998,145,7
1140,GO:0042659,Regulation Of Cell Fate Specification,2.2646908225655853,0.23386796881096106,0.4370982124501805,29,2
1141,GO:0010896,Regulation Of Triglyceride Catabolic Process,2.2646908225655853,0.23386796881096106,0.4370982124501805,29,2
1142,GO:0010343,Singlet Oxygen-mediated Programmed Cell Death,2.2646908225655853,0.23386796881096106,0.4370982124501805,29,2
1143,GO:0006221,Pyrimidine Nucleotide Biosynthetic Process,2.2646908225655853,0.23386796881096106,0.4370982124501805,29,2
1144,GO:0007155,Cell Adhesion,2.2646908225655853,0.23386796881096106,0.4370982124501805,29,2
1145,GO:0008053,Mitochondrial Fusion,1.6802662882424142,0.2344259612026856,0.43775877571880206,96,5
1146,GO:0048507,Meristem Development,1.540222545090963,0.23468235153027864,0.4378554771358294,146,7
1147,GO:0006352,"DNA-templated Transcription, Initiation",1.4922641646954367,0.23574311975329093,0.4394514601672845,215,10
1148,GO:0051302,Regulation Of Cell Division,0.6521360555590384,0.23624055028070123,0.439995454830897,478,10
1149,GO:0016132,Brassinosteroid Biosynthetic Process,1.5292073832790445,0.23759150305954566,0.4421267969977632,147,7
1150,GO:0006869,Lipid Transport,1.4636520916278992,0.24123695252887528,0.44852048515359955,219,10
1151,GO:0090701,Specification Of Plant Organ Identity,3.8212737127371272,0.2515559870413526,0.4516189700239049,9,1
1152,GO:0006715,Farnesol Biosynthetic Process,3.8212737127371272,0.2515559870413526,0.4516189700239049,9,1
1153,GO:0010421,Hydrogen Peroxide-mediated Programmed Cell Death,3.8212737127371272,0.2515559870413526,0.4516189700239049,9,1
1154,GO:0015936,Coenzyme A Metabolic Process,3.8212737127371272,0.2515559870413526,0.4516189700239049,9,1
1155,GO:0036065,Fucosylation,3.8212737127371272,0.2515559870413526,0.4516189700239049,9,1
1156,GO:0043609,Regulation Of Carbon Utilization,3.8212737127371272,0.2515559870413526,0.4516189700239049,9,1
1157,GO:0006450,Regulation Of Translational Fidelity,3.8212737127371272,0.2515559870413526,0.4516189700239049,9,1
1158,GO:0015822,Ornithine Transport,3.8212737127371272,0.2515559870413526,0.4516189700239049,9,1
1159,GO:0010442,Guard Cell Morphogenesis,3.8212737127371272,0.2515559870413526,0.4516189700239049,9,1
1160,GO:0071287,Cellular Response To Manganese Ion,3.8212737127371272,0.2515559870413526,0.4516189700239049,9,1
1161,GO:0034213,Quinolinate Catabolic Process,3.8212737127371272,0.2515559870413526,0.4516189700239049,9,1
1162,GO:0010248,Establishment Or Maintenance Of Transmembrane Electrochemical Gradient,3.8212737127371272,0.2515559870413526,0.4516189700239049,9,1
1163,GO:0050992,Dimethylallyl Diphosphate Biosynthetic Process,3.8212737127371272,0.2515559870413526,0.4516189700239049,9,1
1164,GO:0015813,L-glutamate Transmembrane Transport,3.8212737127371272,0.2515559870413526,0.4516189700239049,9,1
1165,GO:1904966,Positive Regulation Of Vitamin E Biosynthetic Process,3.8212737127371272,0.2515559870413526,0.4516189700239049,9,1
1166,GO:1902775,Mitochondrial Large Ribosomal Subunit Assembly,3.8212737127371272,0.2515559870413526,0.4516189700239049,9,1
1167,GO:0033332,Ent-kaurene Biosynthetic Process,3.8212737127371272,0.2515559870413526,0.4516189700239049,9,1
1168,GO:0080160,Selenate Transport,3.8212737127371272,0.2515559870413526,0.4516189700239049,9,1
1169,GO:1903448,Geraniol Biosynthetic Process,3.8212737127371272,0.2515559870413526,0.4516189700239049,9,1
1170,GO:0046256,"2,4,6-trinitrotoluene Catabolic Process",3.8212737127371272,0.2515559870413526,0.4516189700239049,9,1
1171,GO:0006470,Protein Dephosphorylation,1.2689892056357601,0.2513757628038811,0.4516189700239049,628,25
1172,GO:0006438,Valyl-tRNA Aminoacylation,3.8212737127371272,0.2515559870413526,0.4516189700239049,9,1
1173,GO:0080182,Histone H3-K4 Trimethylation,2.183789644890214,0.24568667417845425,0.4516189700239049,30,2
1174,GO:0009088,Threonine Biosynthetic Process,2.183789644890214,0.24568667417845425,0.4516189700239049,30,2
1175,GO:0033075,Isoquinoline Alkaloid Biosynthetic Process,2.183789644890214,0.24568667417845425,0.4516189700239049,30,2
1176,GO:0097009,Energy Homeostasis,2.183789644890214,0.24568667417845425,0.4516189700239049,30,2
1177,GO:0006163,Purine Nucleotide Metabolic Process,2.183789644890214,0.24568667417845425,0.4516189700239049,30,2
1178,GO:0002084,Protein Depalmitoylation,2.183789644890214,0.24568667417845425,0.4516189700239049,30,2
1179,GO:0075733,Intracellular Transport Of Virus,2.183789644890214,0.24568667417845425,0.4516189700239049,30,2
1180,GO:0048096,Chromatin-mediated Maintenance Of Transcription,2.183789644890214,0.24568667417845425,0.4516189700239049,30,2
1181,GO:0051457,Maintenance Of Protein Location In Nucleus,1.79853579175705,0.24434405381514848,0.4516189700239049,54,3
1182,GO:0140021,Mitochondrial ADP Transmembrane Transport,1.4970862470862472,0.24676446423492643,0.4516189700239049,150,7
1183,GO:1990544,Mitochondrial ATP Transmembrane Transport,1.4970862470862472,0.24676446423492643,0.4516189700239049,150,7
1184,GO:0045489,Pectin Biosynthetic Process,0.40449950542062585,0.24811914901879129,0.4516189700239049,153,2
1185,GO:0034508,Centromere Complex Assembly,0.40449950542062585,0.24811914901879129,0.4516189700239049,153,2
1186,GO:0032543,Mitochondrial Translation,0.3966090835161044,0.24920749922339064,0.4516189700239049,156,2
1187,GO:0006364,RRNA Processing,1.2775087958016953,0.24963361808220147,0.4516189700239049,624,25
1188,GO:0051301,Cell Division,1.1333951105063713,0.25020140477161784,0.4516189700239049,2524,90
1189,GO:1900036,Positive Regulation Of Cellular Response To Heat,0.39151740100506705,0.2504207540737368,0.4516189700239049,158,2
1190,GO:0006281,DNA Repair,1.191855890483452,0.2506054535239479,0.4516189700239049,1228,46
1191,GO:0051321,Meiotic Cell Cycle,0.6426797376280778,0.2463023950532517,0.4516189700239049,388,8
1192,GO:0001732,Formation Of Cytoplasmic Translation Initiation Complex,1.7639329217420323,0.25287671147396884,0.45322961687964264,55,3
1193,GO:0000054,Ribosomal Subunit Export From Nucleus,1.7639329217420323,0.25287671147396884,0.45322961687964264,55,3
1194,GO:0006508,Proteolysis,0.7912007789788958,0.2540038896736007,0.4548688902941469,1068,27
1195,GO:0016575,Histone Deacetylation,1.3481175288707017,0.25585839911300706,0.45780683453330695,308,13
1196,GO:0046512,Sphingosine Biosynthetic Process,2.1084678587786616,0.2575256844651844,0.460020838694069,31,2
1197,GO:0046705,CDP Biosynthetic Process,2.1084678587786616,0.2575256844651844,0.460020838694069,31,2
1198,GO:0000226,Microtubule Cytoskeleton Organization,1.2461326992826056,0.25811882433472333,0.46069581657740444,639,25
1199,GO:0034982,Mitochondrial Protein Processing,1.5762483848051418,0.26013487527470425,0.46390719423988924,102,5
1200,GO:0090305,Nucleic Acid Phosphodiester Bond Hydrolysis,1.7306358204068268,0.2614509227926628,0.4654783483995827,56,3
1201,GO:0031935,Regulation Of Chromatin Silencing,1.7306358204068268,0.2614509227926628,0.4654783483995827,56,3
1202,GO:0009853,Photorespiration,1.5293510724952484,0.2619818261505229,0.4660358337174722,168,8
1203,GO:0032509,Endosome Transport Via Multivesicular Body Sorting Pathway,0.5175122854923161,0.2635772637922948,0.4681575070561392,240,4
1204,GO:0006635,Fatty Acid Beta-oxidation,1.5198385059438784,0.26361205420684475,0.4681575070561392,169,8
1205,GO:0071485,Cellular Response To Absence Of Light,1.5104433784857352,0.2653233827752518,0.47080600260285144,170,8
1206,GO:0017157,Regulation Of Exocytosis,0.2881474663803242,0.2683127132056731,0.47219507093761554,107,1
1207,GO:0046907,Intracellular Transport,0.2881474663803242,0.2683127132056731,0.47219507093761554,107,1
1208,GO:0051512,Positive Regulation Of Unidimensional Cell Growth,0.2881474663803242,0.2683127132056731,0.47219507093761554,107,1
1209,GO:0006261,DNA-dependent DNA Replication,0.29089430894308943,0.26796733969475706,0.47219507093761554,106,1
1210,GO:0070534,Protein K63-linked Ubiquitination,0.2965480043149946,0.26771927687297414,0.47219507093761554,104,1
1211,GO:0010440,Stomatal Lineage Progression,0.2965480043149946,0.26771927687297414,0.47219507093761554,104,1
1212,GO:0006098,Pentose-phosphate Shunt,0.2936939754012925,0.2677687400388735,0.47219507093761554,105,1
1213,GO:0009911,Positive Regulation Of Flower Development,1.143785694559514,0.2669618527373481,0.47219507093761554,1945,70
1214,GO:0006581,Acetylcholine Catabolic Process,0.6525415418915415,0.2670947388279704,0.47219507093761554,430,9
1215,GO:0080092,Regulation Of Pollen Tube Growth,1.4380783166109252,0.2675913631430012,0.47219507093761554,245,11
1216,GO:0006878,Cellular Copper Ion Homeostasis,2.038167525074546,0.2693718541040879,0.4728923443664874,32,2
1217,GO:0072657,Protein Localization To Membrane,2.038167525074546,0.2693718541040879,0.4728923443664874,32,2
