,Gene Accession,Gene Name,Ontology Term,Preferred Name,Evidence,Network URL
7834,TRAESCS3D02G256400,MAPKKK17,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3D02G256400&keyword=%22TO:0000276%22
7835,TRAESCS3D02G256400,MAPKKK17,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3D02G256400&keyword=%22TO:0000276%22
7836,TRAESCS3A02G255700,MAPKKK18,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3A02G255700&keyword=%22TO:0000276%22
7837,TRAESCS3A02G255700,MAPKKK18,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3A02G255700&keyword=%22TO:0000276%22
7838,TRAESCS4A02G211600,MAPKKK3,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4A02G211600&keyword=%22TO:0000276%22
7839,TRAESCS4D02G101800,MAPKKK3,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4D02G101800&keyword=%22TO:0000276%22
7840,TRAESCS4A02G211600,MAPKKK3,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4A02G211600&keyword=%22TO:0000276%22
7841,TRAESCS7B02G008400,MAX2,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7B02G008400&keyword=%22TO:0000276%22
7842,TRAESCS7A02G110500,MAX2,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7A02G110500&keyword=%22TO:0000276%22
7843,TRAESCS7D02G106000,MAX2,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7D02G106000&keyword=%22TO:0000276%22
7844,TRAESCS7B02G008400,MAX2,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7B02G008400&keyword=%22TO:0000276%22
7845,TRAESCS7A02G110500,MAX2,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7A02G110500&keyword=%22TO:0000276%22
7846,TRAESCS7D02G106000,MAX2,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7D02G106000&keyword=%22TO:0000276%22
7847,TRAESCS2D02G183300,MES11,TO_0000276,drought tolerance,TM_0-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G183300&keyword=%22TO:0000276%22
7848,TRAESCS2D02G183300,MES11,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G183300&keyword=%22TO:0000276%22
7849,TRAESCS2B02G202000,MES11,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2B02G202000&keyword=%22TO:0000276%22
7850,TRAESCS2B02G202000,MES11,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2B02G202000&keyword=%22TO:0000276%22
7851,TRAESCS2D02G183300,MES11,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G183300&keyword=%22TO:0000276%22
7852,TRAESCS2A02G175900,MES15,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G175900&keyword=%22TO:0000276%22
7853,TRAESCS2A02G175900,MES15,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G175900&keyword=%22TO:0000276%22
7854,TRAESCS5B02G536500,MHK,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5B02G536500&keyword=%22TO:0000276%22
7855,TRAESCS7A02G357800,MIOX1,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7A02G357800&keyword=%22TO:0000276%22
7856,TRAESCS2B02G097900,MLO1,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2B02G097900&keyword=%22TO:0000276%22
7857,TRAESCS2D02G081500,MLO15,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G081500&keyword=%22TO:0000276%22
7858,TRAESCS2A02G083700,MLO15,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G083700&keyword=%22TO:0000276%22
7859,TRAESCS2D02G344200,MLS,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G344200&keyword=%22TO:0000276%22
7860,TRAESCS4D02G269700,MO2,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4D02G269700&keyword=%22TO:0000276%22
7861,TRAESCS4D02G269500,MO3,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4D02G269500&keyword=%22TO:0000276%22
7862,TRAESCS5B02G236300,MPT2,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5B02G236300&keyword=%22TO:0000276%22
7863,TRAESCS1A02G021200,MSL6,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1A02G021200&keyword=%22TO:0000276%22
7864,TRAESCS4D02G142900,MYB108,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4D02G142900&keyword=%22TO:0000276%22
7865,TRAESCS4D02G142900,MYB108,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4D02G142900&keyword=%22TO:0000276%22
7866,TRAESCS5B02G203100,MYB20,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5B02G203100&keyword=%22TO:0000276%22
7867,TRAESCS7D02G514800,MYB73,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7D02G514800&keyword=%22TO:0000276%22
7868,TRAESCS2A02G101400,NAC031,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G101400&keyword=%22TO:0000276%22
7869,TRAESCS2D02G100900,NAC031,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G100900&keyword=%22TO:0000276%22
7870,TRAESCS2B02G118400,NAC031,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2B02G118400&keyword=%22TO:0000276%22
7871,TRAESCS2A02G101400,NAC031,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G101400&keyword=%22TO:0000276%22
7872,TRAESCS2D02G100900,NAC031,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G100900&keyword=%22TO:0000276%22
7873,TRAESCS2B02G118400,NAC031,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2B02G118400&keyword=%22TO:0000276%22
7874,TRAESCS2B02G118500,NAC031,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2B02G118500&keyword=%22TO:0000276%22
7875,TRAESCS3A02G406000,NAC081,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3A02G406000&keyword=%22TO:0000276%22
7876,TRAESCS3A02G406000,NAC081,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3A02G406000&keyword=%22TO:0000276%22
7877,TRAESCS1B02G285100,NAC090,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1B02G285100&keyword=%22TO:0000276%22
7878,TRAESCS1B02G285100,NAC090,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1B02G285100&keyword=%22TO:0000276%22
7879,TRAESCS1A02G275900,NAC090,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1A02G275900&keyword=%22TO:0000276%22
7880,TRAESCS6B02G274800,NAGK,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS6B02G274800&keyword=%22TO:0000276%22
7881,TRAESCS6D02G232400,NAGK,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS6D02G232400&keyword=%22TO:0000276%22
7882,TRAESCS6B02G274800,NAGK,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS6B02G274800&keyword=%22TO:0000276%22
7883,TRAESCS6D02G232400,NAGK,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS6D02G232400&keyword=%22TO:0000276%22
7884,TRAESCS5A02G125800,NHL22,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5A02G125800&keyword=%22TO:0000276%22
7885,TRAESCS2D02G561400,NHL25,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G561400&keyword=%22TO:0000276%22
7886,TRAESCS5B02G342100,NIP1-1,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5B02G342100&keyword=%22TO:0000276%22
7887,TRAESCS6A02G102400,NLP7,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS6A02G102400&keyword=%22TO:0000276%22
7888,TRAESCS3D02G258900,NMT1,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3D02G258900&keyword=%22TO:0000276%22
7889,TRAESCS3A02G258800,NMT2,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3A02G258800&keyword=%22TO:0000276%22
7890,TRAESCS3B02G291700,NMT2,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3B02G291700&keyword=%22TO:0000276%22
7891,TRAESCS4B02G029600,NPF2.11,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4B02G029600&keyword=%22TO:0000276%22
7892,TRAESCS1A02G211000,NPF6.3,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1A02G211000&keyword=%22TO:0000276%22
7893,TRAESCS1A02G211000,NPF6.3,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1A02G211000&keyword=%22TO:0000276%22
7894,TRAESCS7A02G373500,OCP3,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7A02G373500&keyword=%22TO:0000276%22
7895,TRAESCS2B02G509700,OCT4,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2B02G509700&keyword=%22TO:0000276%22
7896,TRAESCS2A02G483400,OCT4,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G483400&keyword=%22TO:0000276%22
7897,TRAESCS6A02G222700,PAL1,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS6A02G222700&keyword=%22TO:0000276%22
7898,TRAESCS1B02G122800,PAL1,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1B02G122800&keyword=%22TO:0000276%22
7899,TRAESCS1D02G039400,PAL1,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1D02G039400&keyword=%22TO:0000276%22
7900,TRAESCS5B02G468300,PAL1,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5B02G468300&keyword=%22TO:0000276%22
7901,TRAESCS5B02G468400,PAL1,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5B02G468400&keyword=%22TO:0000276%22
7902,TRAESCS2B02G224300,PAL1,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2B02G224300&keyword=%22TO:0000276%22
7903,TRAESCS1D02G103500,PAL2,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1D02G103500&keyword=%22TO:0000276%22
7904,TRAESCS1A02G037700,PAL2,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1A02G037700&keyword=%22TO:0000276%22
7905,TRAESCS2B02G224000,PAL3,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2B02G224000&keyword=%22TO:0000276%22
7906,TRAESCS2A02G212900,PAL3,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G212900&keyword=%22TO:0000276%22
7907,TRAESCS2D02G218700,PAL3,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G218700&keyword=%22TO:0000276%22
7908,TRAESCS2D02G204400,PAL4,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G204400&keyword=%22TO:0000276%22
7909,TRAESCS2A02G196700,PAL4,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G196700&keyword=%22TO:0000276%22
7910,TRAESCS2A02G196400,PAL4,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G196400&keyword=%22TO:0000276%22
7911,TRAESCS5B02G127800,PAP21,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5B02G127800&keyword=%22TO:0000276%22
7912,TRAESCS5A02G321000,PAP29,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5A02G321000&keyword=%22TO:0000276%22
7913,TRAESCS4B02G017500,PAP85,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4B02G017500&keyword=%22TO:0000276%22
7914,TRAESCS1A02G268400,PCBER1,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1A02G268400&keyword=%22TO:0000276%22
7915,TRAESCS3D02G518200,PER12,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3D02G518200&keyword=%22TO:0000276%22
7916,TRAESCS5A02G400500,PER50,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5A02G400500&keyword=%22TO:0000276%22
7917,TRAESCS1A02G104300,PER58,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1A02G104300&keyword=%22TO:0000276%22
7918,TRAESCS1B02G115900,PER58,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1B02G115900&keyword=%22TO:0000276%22
7919,TRAESCS7B02G086800,PGM,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7B02G086800&keyword=%22TO:0000276%22
7920,TRAESCS7A02G415800,PHL6,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7A02G415800&keyword=%22TO:0000276%22
7921,TRAESCS7D02G409100,PHL6,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7D02G409100&keyword=%22TO:0000276%22
7922,TRAESCS3A02G105500,PHR1,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3A02G105500&keyword=%22TO:0000276%22
7923,TRAESCS4A02G262900,PHYA,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4A02G262900&keyword=%22TO:0000276%22
7924,TRAESCS4D02G183400,PHYD,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4D02G183400&keyword=%22TO:0000276%22
7925,TRAESCS4D02G183400,PHYD,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4D02G183400&keyword=%22TO:0000276%22
7926,TRAESCS5D02G060300,PIF4,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5D02G060300&keyword=%22TO:0000276%22
7927,TRAESCS5D02G386500,PIF4,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5D02G386500&keyword=%22TO:0000276%22
7928,TRAESCS5A02G049600,PIF4,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5A02G049600&keyword=%22TO:0000276%22
7929,TRAESCS5A02G376500,PIF4,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5A02G376500&keyword=%22TO:0000276%22
7930,TRAESCS5B02G054800,PIF4,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5B02G054800&keyword=%22TO:0000276%22
7931,TRAESCS5B02G380200,PIF5,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5B02G380200&keyword=%22TO:0000276%22
7932,TRAESCS6D02G076400,PIP2-1,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS6D02G076400&keyword=%22TO:0000276%22
7933,TRAESCS6D02G076400,PIP2-1,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS6D02G076400&keyword=%22TO:0000276%22
7934,TRAESCS4B02G059200,PIP5K6,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4B02G059200&keyword=%22TO:0000276%22
7935,TRAESCS7A02G306300,PLA-I{beta]2,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7A02G306300&keyword=%22TO:0000276%22
7936,TRAESCS7D02G303000,PLA-I{beta]2,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7D02G303000&keyword=%22TO:0000276%22
7937,TRAESCS7B02G206500,PLA-I{beta]2,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7B02G206500&keyword=%22TO:0000276%22
7938,TRAESCS5A02G337100,PLDDELTA,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5A02G337100&keyword=%22TO:0000276%22
7939,TRAESCS7B02G330800,PLT5,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7B02G330800&keyword=%22TO:0000276%22
7940,TRAESCS1D02G264000,PME41,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1D02G264000&keyword=%22TO:0000276%22
7941,TRAESCS1B02G011100,PNSL5,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1B02G011100&keyword=%22TO:0000276%22
7942,TRAESCS3B02G412600,POLA,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3B02G412600&keyword=%22TO:0000276%22
7943,TRAESCS5D02G533200,PRN1,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5D02G533200&keyword=%22TO:0000276%22
7944,TRAESCS3B02G339200,PTAC12,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3B02G339200&keyword=%22TO:0000276%22
7945,TRAESCS3A02G297500,PTAC12,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3A02G297500&keyword=%22TO:0000276%22
7946,TRAESCS3D02G304800,PTAC12,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3D02G304800&keyword=%22TO:0000276%22
7947,TRAESCS7A02G137000,PTC52,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7A02G137000&keyword=%22TO:0000276%22
7948,TRAESCS6D02G292200,PUB20,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS6D02G292200&keyword=%22TO:0000276%22
7949,TRAESCS7D02G201600,PUB20,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7D02G201600&keyword=%22TO:0000276%22
7950,TRAESCS7D02G201600,PUB20,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7D02G201600&keyword=%22TO:0000276%22
7951,TRAESCS6D02G292200,PUB20,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS6D02G292200&keyword=%22TO:0000276%22
7952,TRAESCS6B02G326500,PXG5,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS6B02G326500&keyword=%22TO:0000276%22
7953,TRAESCS4B02G299400,RAP2-2,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4B02G299400&keyword=%22TO:0000276%22
7954,TRAESCS4B02G299400,RAP2-2,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4B02G299400&keyword=%22TO:0000276%22
7955,TRAESCS5D02G486600,RAP2.7,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5D02G486600&keyword=%22TO:0000276%22
7956,TRAESCS5D02G486600,RAP2.7,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5D02G486600&keyword=%22TO:0000276%22
7957,TRAESCS2D02G065200,RBCS-1A,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G065200&keyword=%22TO:0000276%22
7958,TRAESCS2A02G066900,RBCS-1B,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G066900&keyword=%22TO:0000276%22
7959,TRAESCS2D02G065400,RBCS-2B,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G065400&keyword=%22TO:0000276%22
7960,TRAESCS5D02G551800,RCD1,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5D02G551800&keyword=%22TO:0000276%22
7961,TRAESCS4A02G321300,RCD1,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4A02G321300&keyword=%22TO:0000276%22
7962,TRAESCS1A02G049100,RD22,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1A02G049100&keyword=%22TO:0000276%22
7963,TRAESCS1A02G049100,RD22,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1A02G049100&keyword=%22TO:0000276%22
7964,TRAESCS2B02G526700,RGP5,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2B02G526700&keyword=%22TO:0000276%22
7965,TRAESCS2B02G413800,RHA1A,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2B02G413800&keyword=%22TO:0000276%22
7966,TRAESCS7B02G376400,RIPK,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7B02G376400&keyword=%22TO:0000276%22
7967,TRAESCS7B02G376400,RIPK,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7B02G376400&keyword=%22TO:0000276%22
7968,TRAESCS5D02G357800,RKS1,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5D02G357800&keyword=%22TO:0000276%22
7969,TRAESCS2A02G485600,RKS1,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G485600&keyword=%22TO:0000276%22
7970,TRAESCS2B02G565300,RKS1,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2B02G565300&keyword=%22TO:0000276%22
7971,TRAESCS2D02G539100,RKS1,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G539100&keyword=%22TO:0000276%22
7972,TRAESCS2A02G277100,ROF1,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G277100&keyword=%22TO:0000276%22
7973,TRAESCS2D02G276000,ROF1,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G276000&keyword=%22TO:0000276%22
7974,TRAESCS2A02G443200,RPL12C,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G443200&keyword=%22TO:0000276%22
7975,TRAESCS7D02G040100,RPM1,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7D02G040100&keyword=%22TO:0000276%22
7976,TRAESCS4B02G129600,RPS16A,TO_0000276,drought tolerance,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4B02G129600&keyword=%22TO:0000276%22
7977,TRAESCS4B02G122300,RPT2,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4B02G122300&keyword=%22TO:0000276%22
7978,TRAESCS4D02G120400,RPT2,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4D02G120400&keyword=%22TO:0000276%22
7979,TRAESCS4A02G192900,RPT2,TO_0000276,drought tolerance,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4A02G192900&keyword=%22TO:0000276%22
7980,TRAESCS7B02G015200,SBT3.11,TO_0000276,drought tolerance,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7B02G015200&keyword=%22TO:0000276%22
